hi_score,hc_score,di_score,dc_score,target_quadrant
21,18,5,8,Distributed-Collective
9,14,21,8,Distributed-Individual
9,22,13,17,Distributed-Individual
8,22,15,17,Distributed-Individual
9,14,17,17,Distributed-Individual
9,22,9,25,Distributed-Individual
8,22,11,25,Distributed-Individual
9,14,17,12,Distributed-Individual
9,22,9,21,Distributed-Individual
8,22,11,21,Distributed-Individual
9,14,17,12,Distributed-Individual
9,22,9,21,Distributed-Individual
8,22,11,21,Distributed-Individual
10,21,12,21,Distributed-Individual
18,21,17,12,Distributed-Individual
10,21,12,21,Distributed-Individual
19,21,12,5,Hierarchical-Individual
19,21,8,5,Hierarchical-Individual
10,21,12,17,Hierarchical-Individual
10,21,8,8,Hierarchical-Individual
19,21,5,8,Hierarchical-Individual
10,21,8,8,Hierarchical-Individual
12,18,6,17,Hierarchical-Individual
12,18,10,21,Hierarchical-Individual
20,18,6,8,Hierarchical-Individual
12,18,6,17,Hierarchical-Individual
20,18,6,8,Hierarchical-Individual
20,18,5,12,Hierarchical-Individual
12,18,6,21,Hierarchical-Individual
16,14,12,5,Distributed-Collective
18,22,5,12,Distributed-Collective
17,16,16,12,Distributed-Individual
19,16,12,12,Hierarchical-Collective
18,13,14,5,Distributed-Collective
18,22,5,12,Hierarchical-Individual
16,25,5,12,Hierarchical-Individual
19,23,5,12,Distributed-Collective
8,14,16,17,Distributed-Collective
10,22,5,25,Distributed-Collective
9,16,20,25,Distributed-Individual
11,16,17,25,Hierarchical-Collective
10,13,18,17,Distributed-Collective
9,22,7,25,Hierarchical-Individual
8,25,8,25,Hierarchical-Individual
10,23,6,25,Distributed-Collective
8,14,16,17,Distributed-Collective
10,22,5,25,Distributed-Collective
9,16,20,25,Distributed-Individual
11,16,17,25,Hierarchical-Collective
10,13,18,17,Distributed-Collective
9,22,7,25,Hierarchical-Individual
8,25,8,25,Hierarchical-Individual
10,23,6,25,Distributed-Collective
8,14,16,12,Distributed-Collective
10,22,5,21,Distributed-Collective
9,16,20,21,Distributed-Individual
11,16,17,21,Hierarchical-Collective
10,13,18,12,Distributed-Collective
9,22,7,21,Hierarchical-Individual
8,25,8,21,Hierarchical-Individual
10,23,6,21,Distributed-Collective
16,19,7,8,Distributed-Individual
19,12,10,5,Distributed-Individual
17,22,5,8,Hierarchical-Individual
16,19,15,8,Distributed-Individual
19,12,18,5,Distributed-Individual
17,22,13,8,Hierarchical-Individual
16,19,15,12,Distributed-Individual
19,12,18,5,Distributed-Individual
17,22,13,12,Hierarchical-Individual
8,19,11,17,Distributed-Individual
11,12,14,8,Distributed-Individual
8,22,9,17,Hierarchical-Individual
21,20,13,5,Hierarchical-Individual
21,11,20,12,Hierarchical-Individual
22,14,23,5,Distributed-Collective
18,14,23,12,Hierarchical-Individual
21,20,13,8,Hierarchical-Individual
21,11,20,17,Hierarchical-Individual
22,14,23,8,Distributed-Collective
18,14,23,17,Hierarchical-Individual
21,20,13,5,Hierarchical-Individual
21,11,20,12,Hierarchical-Individual
22,14,23,5,Distributed-Collective
18,14,23,12,Hierarchical-Individual
11,13,19,21,Hierarchical-Collective
16,13,18,12,Hierarchical-Individual
14,22,5,5,Distributed-Individual
17,18,12,12,Hierarchical-Individual
17,18,8,12,Hierarchical-Individual
17,18,5,12,Hierarchical-Individual
9,18,12,21,Hierarchical-Individual
12,16,20,17,Distributed-Collective
11,22,11,17,Hierarchical-Collective
12,16,16,17,Distributed-Collective
11,22,7,17,Hierarchical-Collective
12,16,16,21,Distributed-Collective
11,22,7,21,Hierarchical-Collective
21,16,20,12,Distributed-Collective
20,22,11,12,Hierarchical-Collective
12,16,20,21,Distributed-Collective
11,22,11,21,Hierarchical-Collective
12,16,20,25,Distributed-Collective
11,22,11,25,Hierarchical-Collective
12,16,20,21,Distributed-Collective
11,22,11,21,Hierarchical-Collective
12,16,25,21,Distributed-Collective
11,22,15,21,Hierarchical-Collective
7,20,16,17,Distributed-Collective
7,18,9,25,Distributed-Collective
15,20,16,5,Distributed-Collective
15,18,9,12,Distributed-Collective
15,20,8,8,Distributed-Collective
15,18,5,17,Distributed-Collective
20,21,5,5,Distributed-Collective
11,21,8,12,Distributed-Collective
11,21,8,17,Distributed-Collective
11,21,5,8,Distributed-Collective
20,21,5,5,Distributed-Collective
9,22,5,17,Distributed-Collective
10,23,5,17,Distributed-Collective
13,13,11,17,Distributed-Collective
11,22,5,17,Hierarchical-Collective
9,22,5,17,Distributed-Collective
10,23,5,17,Distributed-Collective
13,13,15,17,Distributed-Collective
11,22,7,17,Hierarchical-Collective
17,22,5,12,Distributed-Collective
18,23,5,12,Distributed-Collective
21,13,11,12,Distributed-Collective
20,22,5,12,Hierarchical-Collective
9,22,5,25,Distributed-Collective
10,23,5,25,Distributed-Collective
13,13,15,25,Distributed-Collective
11,22,7,25,Hierarchical-Collective
12,20,6,17,Hierarchical-Collective
11,19,11,17,Hierarchical-Collective
8,14,14,17,Hierarchical-Collective
12,20,5,21,Hierarchical-Collective
11,19,7,21,Hierarchical-Collective
8,14,10,21,Hierarchical-Collective
20,20,6,12,Hierarchical-Collective
19,19,11,12,Hierarchical-Collective
16,14,14,12,Hierarchical-Collective
19,19,5,12,Distributed-Individual
18,12,15,12,Distributed-Collective
19,19,8,17,Distributed-Individual
18,12,20,17,Distributed-Collective
10,19,12,25,Distributed-Individual
10,12,24,25,Distributed-Collective
19,19,5,17,Distributed-Individual
18,12,15,17,Distributed-Collective
19,19,5,8,Distributed-Individual
18,12,15,8,Distributed-Collective
10,19,8,17,Distributed-Individual
10,12,20,17,Distributed-Collective
10,19,12,25,Distributed-Individual
10,12,24,25,Distributed-Collective
10,19,8,21,Distributed-Individual
10,12,20,21,Distributed-Collective
10,19,5,21,Distributed-Individual
10,12,15,21,Distributed-Collective
10,19,5,21,Distributed-Individual
10,12,15,21,Distributed-Collective
10,19,5,21,Distributed-Individual
10,12,15,21,Distributed-Collective
12,11,18,21,Hierarchical-Individual
12,21,8,21,Hierarchical-Individual
12,11,18,17,Hierarchical-Individual
12,21,8,17,Hierarchical-Individual
21,11,13,17,Hierarchical-Individual
21,21,5,17,Hierarchical-Individual
21,11,22,12,Hierarchical-Individual
21,21,12,12,Hierarchical-Individual
12,11,18,25,Hierarchical-Individual
12,21,8,25,Hierarchical-Individual
21,11,13,12,Hierarchical-Individual
21,21,5,12,Hierarchical-Individual
9,20,5,25,Hierarchical-Collective
18,20,10,8,Hierarchical-Collective
18,20,10,17,Hierarchical-Collective
12,21,5,21,Distributed-Collective
11,20,9,21,Distributed-Individual
12,21,10,17,Distributed-Collective
11,20,13,17,Distributed-Individual
12,21,5,21,Distributed-Collective
11,20,9,21,Distributed-Individual
20,21,5,12,Distributed-Collective
20,20,9,12,Distributed-Individual
12,21,5,21,Distributed-Collective
11,20,9,21,Distributed-Individual
12,21,10,21,Distributed-Collective
11,20,13,21,Distributed-Individual
12,21,5,17,Distributed-Collective
11,20,9,17,Distributed-Individual
19,11,18,17,Distributed-Collective
21,13,15,8,Hierarchical-Collective
19,11,14,12,Distributed-Collective
21,13,10,5,Hierarchical-Collective
11,11,18,21,Distributed-Collective
12,13,15,12,Hierarchical-Collective
11,11,18,17,Distributed-Collective
12,13,15,8,Hierarchical-Collective
12,21,9,21,Hierarchical-Collective
12,21,9,17,Hierarchical-Collective
9,20,16,21,Hierarchical-Individual
11,24,15,21,Distributed-Collective
8,14,20,21,Distributed-Collective
8,21,15,12,Hierarchical-Collective
11,21,11,12,Distributed-Individual
17,20,12,17,Hierarchical-Individual
19,24,10,17,Distributed-Collective
16,14,15,17,Distributed-Collective
17,21,11,8,Hierarchical-Collective
20,21,7,8,Distributed-Individual
9,20,16,17,Hierarchical-Individual
11,24,15,17,Distributed-Collective
8,14,20,17,Distributed-Collective
8,21,15,8,Hierarchical-Collective
11,21,11,8,Distributed-Individual
9,19,8,21,Distributed-Individual
9,19,8,17,Distributed-Individual
9,19,8,17,Distributed-Individual
9,19,5,25,Distributed-Individual
9,19,5,21,Distributed-Individual
17,19,8,12,Distributed-Individual
12,15,16,21,Distributed-Individual
12,15,20,21,Distributed-Individual
20,15,12,8,Distributed-Individual
20,15,16,8,Distributed-Individual
20,15,20,12,Distributed-Individual
19,19,8,17,Hierarchical-Collective
21,14,16,8,Hierarchical-Individual
17,12,16,8,Hierarchical-Individual
11,19,8,25,Hierarchical-Collective
13,14,16,17,Hierarchical-Individual
9,12,16,17,Hierarchical-Individual
19,13,17,12,Distributed-Individual
21,21,8,12,Hierarchical-Individual
11,13,21,17,Distributed-Individual
12,21,12,17,Hierarchical-Individual
19,13,21,12,Distributed-Individual
21,21,12,12,Hierarchical-Individual
19,13,21,12,Distributed-Individual
21,21,12,12,Hierarchical-Individual
19,13,25,8,Distributed-Individual
21,21,16,8,Hierarchical-Individual
11,13,21,21,Distributed-Individual
12,21,12,21,Hierarchical-Individual
11,13,17,25,Distributed-Individual
12,21,8,25,Hierarchical-Individual
17,22,8,8,Hierarchical-Collective
19,12,16,5,Distributed-Collective
16,20,8,8,Hierarchical-Individual
9,22,12,21,Hierarchical-Collective
11,12,20,12,Distributed-Collective
8,20,12,21,Hierarchical-Individual
9,22,5,25,Hierarchical-Collective
11,12,12,17,Distributed-Collective
8,20,5,25,Hierarchical-Individual
8,11,25,12,Hierarchical-Individual
12,10,24,12,Hierarchical-Collective
10,13,17,21,Distributed-Individual
9,12,17,21,Distributed-Individual
8,22,17,12,Distributed-Collective
8,11,20,12,Hierarchical-Individual
12,10,20,12,Hierarchical-Collective
10,13,12,21,Distributed-Individual
9,12,12,21,Distributed-Individual
8,22,12,12,Distributed-Collective
8,11,25,8,Hierarchical-Individual
12,10,24,8,Hierarchical-Collective
10,13,17,17,Distributed-Individual
9,12,17,17,Distributed-Individual
8,22,17,8,Distributed-Collective
8,11,16,12,Hierarchical-Individual
12,10,16,12,Hierarchical-Collective
10,13,8,21,Distributed-Individual
9,12,8,21,Distributed-Individual
8,22,8,12,Distributed-Collective
16,11,20,5,Hierarchical-Individual
20,10,20,5,Hierarchical-Collective
18,13,12,8,Distributed-Individual
18,12,12,8,Distributed-Individual
16,22,12,5,Distributed-Collective
9,24,5,12,Distributed-Collective
9,24,5,12,Distributed-Collective
17,24,5,5,Distributed-Collective
9,24,5,12,Distributed-Collective
17,24,8,8,Distributed-Collective
9,24,5,8,Distributed-Collective
8,14,16,17,Distributed-Individual
10,12,10,17,Distributed-Collective
8,14,20,17,Distributed-Individual
10,12,14,17,Distributed-Collective
17,14,16,8,Distributed-Individual
18,12,10,8,Distributed-Collective
19,20,14,17,Distributed-Collective
17,20,13,17,Hierarchical-Collective
11,20,6,25,Distributed-Collective
9,20,5,25,Hierarchical-Collective
19,20,10,12,Distributed-Collective
17,20,9,12,Hierarchical-Collective
11,20,10,17,Distributed-Collective
9,20,9,17,Hierarchical-Collective
19,20,14,12,Distributed-Collective
17,20,13,12,Hierarchical-Collective
14,21,10,12,Distributed-Collective
13,21,10,21,Distributed-Collective
8,13,15,25,Distributed-Collective
10,12,11,17,Hierarchical-Individual
8,13,24,17,Distributed-Collective
10,12,19,8,Hierarchical-Individual
16,13,24,12,Distributed-Collective
19,12,19,5,Hierarchical-Individual
11,15,20,17,Distributed-Collective
7,16,15,8,Distributed-Collective
11,15,24,25,Distributed-Collective
7,16,20,17,Distributed-Collective
11,15,24,21,Distributed-Collective
7,16,20,12,Distributed-Collective
11,15,20,25,Distributed-Collective
7,16,15,17,Distributed-Collective
13,15,13,21,Distributed-Individual
13,11,15,21,Distributed-Collective
11,22,11,21,Distributed-Individual
13,15,9,17,Distributed-Individual
13,11,11,17,Distributed-Collective
11,22,7,17,Distributed-Individual
13,15,13,17,Distributed-Individual
13,11,15,17,Distributed-Collective
11,22,11,17,Distributed-Individual
13,15,17,21,Distributed-Individual
13,11,19,21,Distributed-Collective
11,22,15,21,Distributed-Individual
13,15,17,21,Distributed-Individual
13,11,19,21,Distributed-Collective
11,22,15,21,Distributed-Individual
12,21,12,8,Hierarchical-Collective
8,12,14,17,Hierarchical-Individual
12,21,6,17,Distributed-Individual
12,21,17,8,Hierarchical-Collective
8,12,18,17,Hierarchical-Individual
12,21,10,17,Distributed-Individual
12,21,12,8,Hierarchical-Collective
8,12,14,17,Hierarchical-Individual
12,21,6,17,Distributed-Individual
12,21,12,8,Hierarchical-Collective
8,12,14,17,Hierarchical-Individual
12,21,6,17,Distributed-Individual
12,23,16,17,Distributed-Collective
12,14,18,25,Hierarchical-Collective
12,23,8,12,Distributed-Collective
12,14,10,21,Hierarchical-Collective
12,23,8,12,Distributed-Collective
12,14,10,21,Hierarchical-Collective
12,23,12,12,Distributed-Collective
12,14,14,21,Hierarchical-Collective
12,23,8,12,Distributed-Collective
12,14,10,21,Hierarchical-Collective
21,23,8,5,Distributed-Collective
20,14,10,12,Hierarchical-Collective
12,23,16,8,Distributed-Collective
12,14,18,17,Hierarchical-Collective
12,23,16,17,Distributed-Collective
12,14,18,25,Hierarchical-Collective
21,23,12,5,Distributed-Collective
20,14,14,8,Hierarchical-Collective
8,11,20,25,Hierarchical-Individual
9,23,10,25,Distributed-Collective
8,11,12,21,Hierarchical-Individual
9,23,5,21,Distributed-Collective
8,11,20,21,Hierarchical-Individual
9,23,10,21,Distributed-Collective
16,11,20,12,Hierarchical-Individual
17,23,10,12,Distributed-Collective
8,11,20,17,Hierarchical-Individual
9,23,10,17,Distributed-Collective
8,11,16,21,Hierarchical-Individual
9,23,6,21,Distributed-Collective
8,11,16,21,Hierarchical-Individual
9,23,6,21,Distributed-Collective
11,23,10,21,Hierarchical-Individual
11,23,14,25,Hierarchical-Individual
11,23,10,21,Hierarchical-Individual
8,21,9,21,Distributed-Collective
10,20,9,21,Hierarchical-Collective
8,23,10,12,Hierarchical-Individual
10,23,16,21,Distributed-Collective
17,21,5,17,Distributed-Collective
18,20,5,17,Hierarchical-Collective
17,23,5,8,Hierarchical-Individual
18,23,8,17,Distributed-Collective
8,21,9,21,Distributed-Collective
10,20,9,21,Hierarchical-Collective
8,23,10,12,Hierarchical-Individual
10,23,16,21,Distributed-Collective
17,21,5,17,Distributed-Collective
18,20,5,17,Hierarchical-Collective
17,23,5,8,Hierarchical-Individual
18,23,12,17,Distributed-Collective
17,21,5,12,Distributed-Collective
18,20,5,12,Hierarchical-Collective
17,23,5,5,Hierarchical-Individual
18,23,12,12,Distributed-Collective
19,22,8,12,Hierarchical-Collective
20,14,22,5,Hierarchical-Collective
18,16,22,12,Distributed-Individual
19,22,8,8,Hierarchical-Collective
20,14,22,5,Hierarchical-Collective
18,16,22,8,Distributed-Individual
10,22,5,21,Hierarchical-Collective
11,14,14,12,Hierarchical-Collective
9,16,14,21,Distributed-Individual
7,22,5,8,Hierarchical-Individual
9,19,9,17,Distributed-Individual
7,22,10,12,Hierarchical-Individual
9,19,13,21,Distributed-Individual
7,22,10,12,Hierarchical-Individual
9,19,13,21,Distributed-Individual
7,22,10,12,Hierarchical-Individual
9,19,13,21,Distributed-Individual
7,22,10,12,Hierarchical-Individual
9,19,13,21,Distributed-Individual
18,11,18,5,Hierarchical-Collective
19,14,22,8,Distributed-Collective
20,21,10,8,Hierarchical-Collective
18,10,17,8,Hierarchical-Individual
19,11,19,5,Hierarchical-Collective
10,11,14,12,Hierarchical-Collective
11,14,18,21,Distributed-Collective
11,21,6,21,Hierarchical-Collective
10,10,13,21,Hierarchical-Individual
10,11,15,12,Hierarchical-Collective
10,11,18,17,Hierarchical-Collective
11,14,22,25,Distributed-Collective
11,21,10,25,Hierarchical-Collective
10,10,17,25,Hierarchical-Individual
10,11,19,17,Hierarchical-Collective
10,11,14,12,Hierarchical-Collective
11,14,18,21,Distributed-Collective
11,21,6,21,Hierarchical-Collective
10,10,13,21,Hierarchical-Individual
10,11,15,12,Hierarchical-Collective
10,11,18,8,Hierarchical-Collective
11,14,22,17,Distributed-Collective
11,21,10,17,Hierarchical-Collective
10,10,17,17,Hierarchical-Individual
10,11,19,8,Hierarchical-Collective
10,11,10,8,Hierarchical-Collective
11,14,14,17,Distributed-Collective
11,21,5,17,Hierarchical-Collective
10,10,9,17,Hierarchical-Individual
10,11,10,8,Hierarchical-Collective
10,11,14,12,Hierarchical-Collective
11,14,18,21,Distributed-Collective
11,21,6,21,Hierarchical-Collective
10,10,13,21,Hierarchical-Individual
10,11,15,12,Hierarchical-Collective
18,11,10,5,Hierarchical-Collective
19,14,14,12,Distributed-Collective
20,21,5,12,Hierarchical-Collective
18,10,9,12,Hierarchical-Individual
19,11,10,5,Hierarchical-Collective
10,11,10,8,Hierarchical-Collective
11,14,14,17,Distributed-Collective
11,21,5,17,Hierarchical-Collective
10,10,9,17,Hierarchical-Individual
10,11,10,8,Hierarchical-Collective
10,19,8,17,Hierarchical-Individual
11,14,20,8,Hierarchical-Individual
10,19,5,17,Hierarchical-Individual
11,14,11,8,Hierarchical-Individual
18,19,5,12,Hierarchical-Individual
19,14,11,5,Hierarchical-Individual
10,19,8,21,Hierarchical-Individual
11,14,20,12,Hierarchical-Individual
10,19,8,25,Hierarchical-Individual
11,14,20,17,Hierarchical-Individual
8,22,6,17,Distributed-Individual
9,15,16,17,Hierarchical-Collective
10,12,17,8,Hierarchical-Individual
7,22,6,8,Distributed-Individual
8,22,6,17,Distributed-Individual
9,15,16,17,Hierarchical-Collective
10,12,17,8,Hierarchical-Individual
7,22,6,8,Distributed-Individual
8,22,6,21,Distributed-Individual
9,15,16,21,Hierarchical-Collective
10,12,17,12,Hierarchical-Individual
7,22,6,12,Distributed-Individual
8,22,6,25,Distributed-Individual
9,15,16,25,Hierarchical-Collective
10,12,17,17,Hierarchical-Individual
7,22,6,17,Distributed-Individual
8,22,10,21,Distributed-Individual
9,15,20,21,Hierarchical-Collective
10,12,21,12,Hierarchical-Individual
7,22,10,12,Distributed-Individual
9,20,12,21,Distributed-Individual
17,20,12,12,Distributed-Individual
9,20,8,25,Distributed-Individual
17,20,5,12,Distributed-Individual
17,20,12,12,Distributed-Individual
9,20,5,21,Distributed-Individual
17,20,8,12,Distributed-Individual
17,20,8,8,Distributed-Individual
9,20,8,21,Distributed-Individual
17,20,5,8,Distributed-Individual
9,20,5,21,Distributed-Individual
7,20,15,21,Distributed-Individual
7,20,11,17,Distributed-Individual
7,20,7,21,Distributed-Individual
20,21,11,17,Distributed-Collective
17,24,12,17,Distributed-Individual
17,25,10,17,Hierarchical-Individual
17,23,5,17,Distributed-Collective
20,21,7,17,Distributed-Collective
17,24,8,17,Distributed-Individual
17,25,6,17,Hierarchical-Individual
17,23,5,17,Distributed-Collective
11,21,11,21,Distributed-Collective
8,24,12,21,Distributed-Individual
8,25,10,21,Hierarchical-Individual
9,23,5,21,Distributed-Collective
11,21,11,25,Distributed-Collective
8,24,12,25,Distributed-Individual
8,25,10,25,Hierarchical-Individual
9,23,5,25,Distributed-Collective
